 city_id,  city_name,  country_code,  lat,  lon,  cloudness,  wind_speed,  Max_temperature,  humidity,  date   
 2071860,  Esperance,  AU,                  -33.86,  121.89,                    0,  18.34,  68,                34,  1545512400   
 1626099,  Sumenep,  ID,                  -7.02,  113.87,                    80,  4.14,  78.02,                100,  1545516073   
 5880568,  Bethel,  US,                  60.79,  -161.76,                    90,  14.99,  1.4,                84,  1545514440   
 2206939,  Bluff,  NZ,                  -46.6,  168.33,                    0,  9.06,  54.13,                100,  1545515760   
 3421765,  Nanortalik,  GL,                  60.14,  -45.24,                    88,  4.14,  31.94,                93,  1545516084   
 964432,  Port  Alfred,  ZA,                  -33.59,  26.89,                    44,  13.53,  74.29,                86,  1545515748   
 6170031,  Tuktoyaktuk,  CA,                  69.44,  -133.03,                    90,  3.36,  1.4,                84,  1545512400   
 1078553,  Ampanihy,  MG,                  -24.69,  44.75,                    0,  9.06,  65.87,                77,  1545516090   
 4030556,  Rikitea,  PF,                  -23.12,  -134.97,                    12,  17.67,  78.34,                100,  1545516092   
 3424607,  Tasiilaq,  GL,                  65.61,  -37.64,                    32,  2.24,  24.8,                85,  1545511800   
 964432,  Port  Alfred,  ZA,                  -33.59,  26.89,                    44,  13.53,  74.29,                86,  1545515748   
 964432,  Port  Alfred,  ZA,                  -33.59,  26.89,                    44,  13.53,  74.29,                86,  1545515748   
 2136697,  Lakatoro,  VU,                  -16.11,  167.42,                    48,  5.82,  82.7,                89,  1545516104   
 6355222,  Yulara,  AU,                  -25.24,  130.99,                    0,  12.75,  71.6,                19,  1545512400   
 4500920,  Brigantine,  US,                  39.41,  -74.36,                    40,  16.11,  46.94,                62,  1545516000   
 1277909,  Bagepalli,  IN,                  13.78,  77.8,                    40,  5.82,  69.8,                100,  1545514200   
 2077963,  Albany,  AU,                  -35.02,  117.88,                    40,  4.92,  60.8,                93,  1545514200   
 3366880,  Hermanus,  ZA,                  -34.42,  19.24,                    8,  2.91,  61.01,                93,  1545515597   
 2374583,  Bubaque,  GW,                  11.28,  -15.83,                    0,  6.6,  82.03,                96,  1545516121   
 3985710,  Cabo  San  Lucas,  MX,                  22.89,  -109.91,                    40,  4.7,  77,                69,  1545511920   
 3370903,  Jamestown,  SH,                  -15.94,  -5.72,                    92,  13.65,  71.09,                100,  1545515723   
 3137469,  Sorland,  NO,                  67.67,  12.69,                    80,  13.53,  38.38,                100,  1545516130   
 4030556,  Rikitea,  PF,                  -23.12,  -134.97,                    12,  17.67,  78.34,                100,  1545516092   
 2014624,  Udachnyy,  RU,                  66.42,  112.4,                    0,  2.24,  -51.76,                0,  1545516134   
 2173125,  Burnie,  AU,                  -41.05,  145.91,                    56,  13.65,  58.09,                100,  1545516136   
 4252975,  Barrow,  US,                  39.51,  -90.4,                    1,  11.41,  51.98,                65,  1545514500   
 6185377,  Yellowknife,  CA,                  62.45,  -114.38,                    90,  4.7,  -0.41,                84,  1545512400   
 1277530,  Baloda  Bazar,  IN,                  21.65,  82.17,                    0,  2.24,  57.2,                67,  1545512400   
 4267710,  Sitka,  US,                  37.17,  -99.65,                    0,  6.93,  53.81,                35,  1545515965   
 5563839,  Fortuna,  US,                  40.6,  -124.16,                    75,  8.05,  48.02,                100,  1545514500   
 2013459,  Verkh-Usugli,  RU,                  52.7,  115.17,                    8,  6.6,  -5.91,                64,  1545516151   
 2174444,  Bowen,  AU,                  -20.01,  148.25,                    40,  10.29,  80.6,                83,  1545512400   
 6170031,  Tuktoyaktuk,  CA,                  69.44,  -133.03,                    90,  3.36,  1.4,                84,  1545512400   
 3874787,  Punta  Arenas,  CL,                  -53.16,  -70.91,                    0,  33.33,  55.4,                47,  1545512400   
 5848280,  Kapaa,  US,                  22.08,  -159.32,                    20,  9.17,  78.98,                69,  1545512160   
 5920288,  Charlottetown,  CA,                  46.23,  -63.13,                    90,  17.22,  50,                100,  1545512400   
 4020109,  Atuona,  PF,                  -9.8,  -139.03,                    48,  14.32,  78.2,                100,  1545516166   
 934322,  Mahebourg,  MU,                  -20.41,  57.7,                    75,  17.22,  78.8,                83,  1545512400   
 4030556,  Rikitea,  PF,                  -23.12,  -134.97,                    12,  17.67,  78.34,                100,  1545516092   
 3424607,  Tasiilaq,  GL,                  65.61,  -37.64,                    32,  2.24,  24.8,                85,  1545511800   
 5882953,  Aklavik,  CA,                  68.22,  -135.01,                    90,  3.36,  -4.01,                83,  1545512400   
 3429594,  Reconquista,  AR,                  -29.14,  -59.64,                    0,  4.25,  83.69,                74,  1545516182   
 3883457,  Lebu,  CL,                  -37.62,  -73.65,                    0,  19.24,  58.18,                95,  1545516185   
 934322,  Mahebourg,  MU,                  -20.41,  57.7,                    75,  17.22,  78.8,                83,  1545512400   
 4031637,  Lavrentiya,  RU,                  65.58,  -170.99,                    64,  14.2,  6.2,                100,  1545516191   
 2177671,  Armidale,  AU,                  -30.51,  151.67,                    0,  7.05,  55.48,                81,  1545516193   
 5882953,  Aklavik,  CA,                  68.22,  -135.01,                    90,  3.36,  -4.01,                83,  1545512400   
 5367788,  Lompoc,  US,                  34.64,  -120.46,                    1,  4.7,  68,                49,  1545514500   
 3833367,  Ushuaia,  AR,                  -54.81,  -68.31,                    40,  35.57,  50,                76,  1545512400   
 2075265,  Busselton,  AU,                  -33.64,  115.35,                    0,  15.66,  64.25,                100,  1545515729   
 6355222,  Yulara,  AU,                  -25.24,  130.99,                    0,  12.75,  71.6,                19,  1545512400   
 2163355,  Hobart,  AU,                  -42.88,  147.33,                    75,  12.75,  62.6,                51,  1545514200   
 2206939,  Bluff,  NZ,                  -46.6,  168.33,                    0,  9.06,  54.13,                100,  1545515760   
 2411397,  Georgetown,  SH,                  -7.93,  -14.42,                    24,  16.89,  77.39,                100,  1545515643   
 3369157,  Cape  Town,  ZA,                  -33.93,  18.42,                    75,  16.11,  69.8,                88,  1545512400   
 3833367,  Ushuaia,  AR,                  -54.81,  -68.31,                    40,  35.57,  50,                76,  1545512400   
 1015776,  Bredasdorp,  ZA,                  -34.53,  20.04,                    0,  1.12,  71.6,                83,  1545512400   
 5855927,  Hilo,  US,                  19.71,  -155.08,                    90,  8.05,  75.02,                78,  1545511980   
 4035715,  Avarua,  CK,                  -21.21,  -159.78,                    75,  11.41,  84.2,                74,  1545512400   
 245669,  Adre,  TD,                  13.47,  22.2,                    0,  12.97,  62.45,                22,  1545516222   
 4020109,  Atuona,  PF,                  -9.8,  -139.03,                    48,  14.32,  78.2,                100,  1545516166   
 2077963,  Albany,  AU,                  -35.02,  117.88,                    40,  4.92,  60.8,                93,  1545514200   
 2377457,  Nouadhibou,  MR,                  20.93,  -17.03,                    48,  6.93,  69.8,                46,  1545512400   
 2411397,  Georgetown,  SH,                  -7.93,  -14.42,                    24,  16.89,  77.39,                100,  1545515643   
 4252975,  Barrow,  US,                  39.51,  -90.4,                    1,  11.41,  51.98,                65,  1545514500   
 3703523,  Palmas  Bellas,  PA,                  9.23,  -80.09,                    20,  12.75,  86,                66,  1545512400   
 146400,  Dromolaxia,  CY,                  34.88,  33.59,                    20,  6.93,  53.6,                81,  1545514200   
 1507390,  Dikson,  RU,                  73.51,  80.55,                    80,  34.78,  1.93,                99,  1545516243   
 1486910,  Komsomolskiy,  RU,                  67.55,  63.78,                    56,  15.99,  -10.36,                71,  1545516245   
 3863379,  Mar  del  Plata,  AR,                  -46.43,  -67.52,                    12,  20.02,  79.42,                28,  1545516081   
 5972762,  Hay  River,  CA,                  60.82,  -115.79,                    90,  6.93,  1.4,                84,  1545512400   
 2126123,  Chokurdakh,  RU,                  70.62,  147.9,                    32,  3.02,  -36.51,                72,  1545516253   
 2135517,  Norsup,  VU,                  -16.07,  167.38,                    48,  5.82,  82.7,                89,  1545516255   
 1633419,  Padang,  ID,                  -0.92,  100.36,                    88,  5.59,  76.9,                100,  1545516257   
 2185763,  Okato,  NZ,                  -39.19,  173.88,                    0,  12.19,  64.7,                92,  1545516264   
 7626344,  Hof,  NO,                  59.53,  10.09,                    48,  2.24,  26.6,                85,  1545513600   
 2276492,  Harper,  LR,                  4.38,  -7.71,                    0,  6.49,  81.22,                100,  1545516272   
 3370903,  Jamestown,  SH,                  -15.94,  -5.72,                    92,  13.65,  71.09,                100,  1545515723   
 5671996,  Polson,  US,                  47.69,  -114.16,                    75,  4.7,  33.08,                48,  1545512100   
 108410,  Riyadh,  SA,                  24.63,  46.72,                    0,  2.91,  51.8,                57,  1545512400   
 3870243,  Taltal,  CL,                  -25.41,  -70.49,                    0,  3.69,  69.2,                67,  1545516280   
 2088163,  Popondetta,  PG,                  -8.77,  148.24,                    20,  2.13,  70.91,                87,  1545516282   
 2110227,  Butaritari,  KI,                  3.07,  172.79,                    68,  4.7,  81.71,                100,  1545515712   
 933995,  Souillac,  MU,                  -20.52,  57.52,                    75,  17.22,  78.8,                83,  1545512400   
 2077963,  Albany,  AU,                  -35.02,  117.88,                    40,  4.92,  60.8,                93,  1545514200   
 2083537,  Wewak,  PG,                  -3.55,  143.63,                    76,  2.68,  76.99,                98,  1545516291   
 6078372,  Moose  Factory,  CA,                  51.26,  -80.61,                    90,  14.99,  12.2,                85,  1545512400   
 3939761,  Hualmay,  PE,                  -11.1,  -77.61,                    32,  6.04,  75.82,                67,  1545516295   
 4032243,  Vaini,  TO,                  -21.2,  -175.2,                    20,  9.17,  84.2,                79,  1545512400   
 3423146,  Ilulissat,  GL,                  69.22,  -51.1,                    90,  4.7,  21.2,                92,  1545511800   
 2075265,  Busselton,  AU,                  -33.64,  115.35,                    0,  15.66,  64.25,                100,  1545515729   
 2021031,  Kyren,  RU,                  51.68,  102.13,                    0,  4.36,  -6.76,                74,  1545516307   
 3831208,  Qaanaaq,  GL,                  77.48,  -69.36,                    0,  4.59,  -17.52,                74,  1545516310   
 3374210,  Sao  Filipe,  CV,                  14.9,  -24.5,                    92,  10.85,  76.09,                90,  1545516314   
 3883457,  Lebu,  CL,                  -37.62,  -73.65,                    0,  19.24,  58.18,                95,  1545516185   
 2028462,  Ulaanbaatar,  MN,                  47.92,  106.92,                    0,  2.24,  -20.21,                61,  1545514200   
 4030556,  Rikitea,  PF,                  -23.12,  -134.97,                    12,  17.67,  78.34,                100,  1545516092   
 1623197,  Tual,  ID,                  -5.67,  132.75,                    64,  13.2,  82.52,                100,  1545516322   
 3439749,  Trinidad,  UY,                  -33.52,  -56.9,                    0,  13.42,  80.45,                47,  1545516325   
 2155415,  New  Norfolk,  AU,                  -42.78,  147.06,                    75,  12.75,  62.6,                51,  1545514200   
 2022572,  Khatanga,  RU,                  71.98,  102.47,                    48,  17.22,  -18.51,                81,  1545516331   
 4020109,  Atuona,  PF,                  -9.8,  -139.03,                    48,  14.32,  78.2,                100,  1545516166   
 915471,  Kalabo,  ZM,                  -15,  22.67,                    64,  3.13,  65.65,                89,  1545516335   
 6320062,  Vila  Velha,  BR,                  -3.71,  -38.6,                    0,  9.17,  82.4,                74,  1545512400   
 1521762,  Kurchum,  KZ,                  48.57,  83.65,                    0,  3.47,  -19.86,                56,  1545516339   
 2122493,  Omsukchan,  RU,                  62.53,  155.8,                    32,  2.57,  -26.34,                75,  1545516341   
 2180815,  Tuatapere,  NZ,                  -46.13,  167.69,                    0,  4.14,  52.91,                100,  1545516344   
 2063042,  Port  Hedland,  AU,                  -20.31,  118.58,                    0,  3.36,  73.4,                83,  1545514200   
 2185329,  Waipawa,  NZ,                  -39.94,  176.59,                    76,  3.69,  61.1,                86,  1545516348   
 2018735,  Nyurba,  RU,                  63.29,  118.35,                    0,  6.15,  -21.25,                61,  1545516350   
 5975034,  High  Prairie,  CA,                  55.43,  -116.48,                    8,  3.69,  20.69,                71,  1545516352   
 3874787,  Punta  Arenas,  CL,                  -53.16,  -70.91,                    0,  33.33,  55.4,                47,  1545512400   
 6185377,  Yellowknife,  CA,                  62.45,  -114.38,                    90,  4.7,  -0.41,                84,  1545512400   
 3869716,  Tocopilla,  CL,                  -22.09,  -70.2,                    12,  7.05,  67.67,                80,  1545516359   
 3366880,  Hermanus,  ZA,                  -34.42,  19.24,                    8,  2.91,  61.01,                93,  1545516363   
 4202810,  Jesup,  US,                  31.61,  -81.89,                    1,  4.7,  57.2,                41,  1545515700   
 3366880,  Hermanus,  ZA,                  -34.42,  19.24,                    8,  2.91,  61.01,                93,  1545516363   
 2017155,  Saskylakh,  RU,                  71.97,  114.09,                    36,  8.39,  -38.35,                79,  1545516369   
 5880568,  Bethel,  US,                  60.79,  -161.76,                    90,  14.99,  1.4,                84,  1545514440   
 2022572,  Khatanga,  RU,                  71.98,  102.47,                    48,  17.22,  -18.51,                81,  1545516375   
 1257771,  Saiha,  IN,                  22.49,  92.98,                    0,  2.91,  52.15,                87,  1545516378   
 3369157,  Cape  Town,  ZA,                  -33.93,  18.42,                    75,  16.11,  69.8,                88,  1545512400   
 1636426,  Manggar,  ID,                  -2.88,  108.27,                    48,  6.38,  77.21,                100,  1545516384   
 2075265,  Busselton,  AU,                  -33.64,  115.35,                    0,  15.66,  64.25,                100,  1545516386   
 3353540,  Rehoboth,  NA,                  -23.31,  17.08,                    32,  6.49,  72.4,                37,  1545516472   
 2121385,  Severo-Kurilsk,  RU,                  50.68,  156.12,                    0,  4.36,  23.35,                100,  1545516393   
 4030556,  Rikitea,  PF,                  -23.12,  -134.97,                    12,  17.67,  78.34,                100,  1545516395   
 3369157,  Cape  Town,  ZA,                  -33.93,  18.42,                    75,  16.11,  69.8,                88,  1545512400   
 1621313,  Ambulu,  ID,                  -8.35,  113.61,                    92,  3.47,  76.31,                100,  1545516399   
 3424607,  Tasiilaq,  GL,                  65.61,  -37.64,                    32,  2.24,  24.8,                85,  1545511800   
 777019,  Vardo,  NO,                  70.37,  31.11,                    12,  31.43,  21.86,                100,  1545516189   
 2126638,  Bogorodskoye,  RU,                  52.37,  140.44,                    76,  2.24,  -6.54,                72,  1545516408   
 1788852,  Xining,  CN,                  36.62,  101.77,                    0,  8.28,  17.99,                35,  1545516410   
 2151187,  Roma,  AU,                  -26.57,  148.79,                    0,  8.28,  67.72,                35,  1545516412   
 3443413,  Canelones,  UY,                  -34.52,  -56.28,                    20,  11.41,  71.6,                68,  1545512400   
 2015306,  Tiksi,  RU,                  71.64,  128.87,                    0,  10.4,  -32.37,                56,  1545516416   
 1337607,  Kudahuvadhoo,  MV,                  2.67,  72.89,                    0,  7.38,  82.07,                100,  1545516418   
 3185728,  Durres,  AL,                  41.32,  19.44,                    90,  4.7,  50,                81,  1545515400   
 2411397,  Georgetown,  SH,                  -7.93,  -14.42,                    24,  16.89,  77.39,                100,  1545516423   
 3831208,  Qaanaaq,  GL,                  77.48,  -69.36,                    0,  4.59,  -17.52,                74,  1545516425   
 2075265,  Busselton,  AU,                  -33.64,  115.35,                    0,  15.66,  64.25,                100,  1545516386   
 2122090,  Pevek,  RU,                  69.7,  170.27,                    32,  1.68,  -22.6,                100,  1545516431   
 2077963,  Albany,  AU,                  -35.02,  117.88,                    40,  4.92,  60.8,                93,  1545514200   
 2077963,  Albany,  AU,                  -35.02,  117.88,                    40,  4.92,  60.8,                93,  1545514200   
 1162105,  Zhob,  PK,                  31.34,  69.45,                    12,  2.68,  17.72,                76,  1545516441   
 3471451,  Arraial  do  Cabo,  BR,                  -22.97,  -42.02,                    20,  8.05,  84.2,                66,  1545512400   
 2077963,  Albany,  AU,                  -35.02,  117.88,                    40,  4.92,  60.8,                93,  1545514200   
 80509,  Bardiyah,  LY,                  31.76,  25.09,                    88,  9.51,  61.01,                100,  1545516448   
 3985168,  San  Patricio,  MX,                  19.22,  -104.7,                    40,  11.41,  82.4,                65,  1545515160   
 3860443,  Comodoro  Rivadavia,  AR,                  -45.87,  -67.48,                    0,  26.4,  78.8,                19,  1545512400   
 4030556,  Rikitea,  PF,                  -23.12,  -134.97,                    12,  17.67,  78.34,                100,  1545516395   
 2017155,  Saskylakh,  RU,                  71.97,  114.09,                    36,  8.39,  -38.35,                79,  1545516369   
 3369157,  Cape  Town,  ZA,                  -33.93,  18.42,                    75,  16.11,  69.8,                88,  1545512400   
 2208248,  Kaitangata,  NZ,                  -46.28,  169.85,                    0,  4.59,  53.77,                81,  1545516464   
 503581,  Pyaozerskiy,  RU,                  65.83,  31.17,                    68,  3.47,  3.1,                83,  1545516466   
 2121385,  Severo-Kurilsk,  RU,                  50.68,  156.12,                    0,  4.36,  23.35,                100,  1545516393   
 3370903,  Jamestown,  SH,                  -15.94,  -5.72,                    92,  13.65,  71.09,                100,  1545516471   
 1805953,  Jiaxing,  CN,                  30.76,  120.75,                    75,  8.95,  50,                93,  1545514200   
 2409914,  Bonthe,  SL,                  7.53,  -12.5,                    8,  5.93,  86.17,                58,  1545516475   
 3883457,  Lebu,  CL,                  -37.62,  -73.65,                    0,  19.24,  58.18,                95,  1545516479   
 1805857,  Jieshi,  CN,                  22.82,  115.83,                    92,  5.03,  67.09,                99,  1545516484   
 6170031,  Tuktoyaktuk,  CA,                  69.44,  -133.03,                    90,  3.36,  1.4,                84,  1545512400   
 6185377,  Yellowknife,  CA,                  62.45,  -114.38,                    90,  4.7,  -0.41,                84,  1545512400   
 2120048,  Ust-Nera,  RU,                  64.57,  143.24,                    48,  2.13,  -32.41,                50,  1545516490   
 6170031,  Tuktoyaktuk,  CA,                  69.44,  -133.03,                    90,  3.36,  1.4,                84,  1545512400   
 5848280,  Kapaa,  US,                  22.08,  -159.32,                    20,  9.17,  78.98,                69,  1545512160   
 4030556,  Rikitea,  PF,                  -23.12,  -134.97,                    12,  17.67,  78.34,                100,  1545516395   
 3883457,  Lebu,  CL,                  -37.62,  -73.65,                    0,  19.24,  58.18,                95,  1545516479   
 964432,  Port  Alfred,  ZA,                  -33.59,  26.89,                    44,  13.53,  74.29,                86,  1545516501   
 2208248,  Kaitangata,  NZ,                  -46.28,  169.85,                    0,  4.59,  53.77,                81,  1545516464   
 3514454,  Xochihuehuetlan,  MX,                  17.92,  -98.43,                    0,  3.24,  78.11,                25,  1545516509   
 2075265,  Busselton,  AU,                  -33.64,  115.35,                    0,  15.66,  64.25,                100,  1545516386   
 2110227,  Butaritari,  KI,                  3.07,  172.79,                    68,  4.7,  81.71,                100,  1545516515   
 4787534,  Sterling,  US,                  39,  -77.4,                    40,  11.41,  46.94,                51,  1545515760   
 5983720,  Iqaluit,  CA,                  63.75,  -68.52,                    90,  28.86,  -5.81,                76,  1545512400   
 6162949,  Terrace,  CA,                  54.52,  -128.61,                    90,  23.04,  26.6,                73,  1545512400   
 2132606,  Samarai,  PG,                  -10.62,  150.67,                    44,  3.36,  82.3,                100,  1545516524   
 4032243,  Vaini,  TO,                  -21.2,  -175.2,                    20,  10.29,  84.2,                79,  1545516000   
 2033225,  Zalantun,  CN,                  48,  122.72,                    0,  11.63,  3.64,                27,  1545516530   
 6167817,  Torbay,  CA,                  47.66,  -52.73,                    90,  24.16,  33.8,                95,  1545512400   
 3372707,  Ribeira  Grande,  PT,                  38.52,  -28.7,                    90,  5.82,  57.2,                82,  1545512400   
 3466165,  Cidreira,  BR,                  -30.17,  -50.22,                    20,  7.16,  78.52,                79,  1545516536   
 1490256,  Talnakh,  RU,                  69.49,  88.39,                    64,  3.13,  -34.12,                62,  1545516538   
 546105,  Nikolskoye,  RU,                  59.7,  30.79,                    75,  8.95,  15.8,                92,  1545514200   
 1636308,  Manokwari,  ID,                  -0.87,  134.08,                    44,  3.47,  80.45,                100,  1545516543   
 4035715,  Avarua,  CK,                  -21.21,  -159.78,                    75,  11.41,  84.2,                74,  1545512400   
 2206939,  Bluff,  NZ,                  -46.6,  168.33,                    0,  9.06,  54.13,                100,  1545516547   
 1605671,  Tha  Chang,  TH,                  14.76,  100.39,                    56,  4.14,  79.87,                70,  1545516549   
 4032243,  Vaini,  TO,                  -21.2,  -175.2,                    20,  10.29,  84.2,                79,  1545516000   
 2075265,  Busselton,  AU,                  -33.64,  115.35,                    0,  15.66,  64.25,                100,  1545516386   
 1006984,  East  London,  ZA,                  -33.02,  27.91,                    80,  20.8,  74.6,                99,  1545516557   
 2297810,  Mumford,  GH,                  5.26,  -0.76,                    0,  7.49,  79.46,                82,  1545516559   
 3831208,  Qaanaaq,  GL,                  77.48,  -69.36,                    0,  4.59,  -17.52,                74,  1545516425   
 364027,  Wagar,  SD,                  16.15,  36.2,                    0,  12.64,  72.22,                53,  1545516564   
 3369157,  Cape  Town,  ZA,                  -33.93,  18.42,                    75,  16.11,  69.8,                88,  1545512400   
 2126199,  Cherskiy,  RU,                  68.75,  161.3,                    68,  3.91,  -27.28,                43,  1545516568   
 6167817,  Torbay,  CA,                  47.66,  -52.73,                    90,  24.16,  33.8,                95,  1545512400   
 2186111,  Ngunguru,  NZ,                  -35.62,  174.5,                    92,  12.41,  68.53,                96,  1545516572   
 6355222,  Yulara,  AU,                  -25.24,  130.99,                    0,  12.75,  71.6,                19,  1545512400   
 2109528,  Buala,  SB,                  -8.15,  159.59,                    48,  7.16,  84.19,                87,  1545516578   
 1507390,  Dikson,  RU,                  73.51,  80.55,                    80,  34.78,  1.93,                99,  1545516580   
 5367788,  Lompoc,  US,                  34.64,  -120.46,                    1,  4.7,  68,                49,  1545514500   
 3439159,  Carlos  Antonio  Lopez,  PY,                  -26.4,  -54.77,                    56,  1.57,  80.95,                83,  1545516585   
 610611,  Aqtobe,  KZ,                  50.28,  57.21,                    0,  6.71,  -9.41,                83,  1545514200   
 3874787,  Punta  Arenas,  CL,                  -53.16,  -70.91,                    0,  33.33,  55.4,                47,  1545512400   
 1282256,  Hithadhoo,  MV,                  -0.6,  73.08,                    0,  8.72,  82.34,                100,  1545516593   
 4030556,  Rikitea,  PF,                  -23.12,  -134.97,                    12,  17.67,  78.34,                100,  1545516395   
 546105,  Nikolskoye,  RU,                  59.7,  30.79,                    75,  8.95,  15.8,                92,  1545514200   
 5848280,  Kapaa,  US,                  22.08,  -159.32,                    20,  9.17,  78.98,                69,  1545512160   
 2206939,  Bluff,  NZ,                  -46.6,  168.33,                    0,  9.06,  54.13,                100,  1545516547   
 3893629,  Coquimbo,  CL,                  -29.95,  -71.34,                    20,  11.41,  68,                60,  1545512400   
 3466980,  Caravelas,  BR,                  -17.73,  -39.27,                    0,  22.7,  80.59,                100,  1545516612   
 2122090,  Pevek,  RU,                  69.7,  170.27,                    32,  1.68,  -22.6,                100,  1545516431   
 6089179,  Normandin,  CA,                  48.84,  -72.53,                    90,  21.92,  21.2,                79,  1545512400   
 2075265,  Busselton,  AU,                  -33.64,  115.35,                    0,  15.66,  64.25,                100,  1545516386   
 546105,  Nikolskoye,  RU,                  59.7,  30.79,                    75,  8.95,  15.8,                92,  1545514200   
 2014833,  Tura,  RU,                  64.27,  100.22,                    20,  2.13,  -40.02,                83,  1545516622   
 5880568,  Bethel,  US,                  60.79,  -161.76,                    90,  14.99,  1.4,                84,  1545514440   
 935215,  Saint-Philippe,  RE,                  -21.36,  55.77,                    75,  12.75,  78.8,                83,  1545514200   
 4031574,  Provideniya,  RU,                  64.42,  -173.23,                    32,  6.93,  3.86,                100,  1545516629   
 2206939,  Bluff,  NZ,                  -46.6,  168.33,                    0,  9.06,  54.13,                100,  1545516547   
 2214827,  Mizdah,  LY,                  31.45,  12.98,                    20,  3.91,  41.3,                91,  1545516633   
 3899695,  Ancud,  CL,                  -41.87,  -73.83,                    90,  5.82,  57.2,                76,  1545512400   
 3397851,  Itupiranga,  BR,                  -5.13,  -49.33,                    75,  2.24,  78.8,                83,  1545512400   
 3447059,  Taiobeiras,  BR,                  -15.81,  -42.23,                    56,  0.34,  76.22,                81,  1545516641   
 6111862,  Port  Hardy,  CA,                  50.7,  -127.42,                    90,  31.09,  39.2,                86,  1545512400   
 2019912,  Mogocha,  RU,                  53.73,  119.76,                    0,  3.24,  -19.54,                77,  1545516646   
 6089245,  Norman  Wells,  CA,                  65.28,  -126.83,                    20,  8.05,  -11.21,                76,  1545512400   
 3466165,  Cidreira,  BR,                  -30.17,  -50.22,                    20,  7.16,  78.52,                79,  1545516536   
 3471451,  Arraial  do  Cabo,  BR,                  -22.97,  -42.02,                    20,  8.05,  84.2,                66,  1545512400   
 3448455,  Sao  Miguel  do  Araguaia,  BR,                  -13.28,  -50.16,                    32,  2.68,  89.77,                64,  1545516659   
 3833367,  Ushuaia,  AR,                  -54.81,  -68.31,                    40,  35.57,  50,                76,  1545512400   
 4031574,  Provideniya,  RU,                  64.42,  -173.23,                    32,  6.93,  3.86,                100,  1545516629   
 4030556,  Rikitea,  PF,                  -23.12,  -134.97,                    12,  17.67,  78.34,                100,  1545516395   
 5880568,  Bethel,  US,                  60.79,  -161.76,                    90,  14.99,  1.4,                84,  1545514440   
 3382160,  Cayenne,  GF,                  4.94,  -52.33,                    75,  4.7,  77,                88,  1545514200   
 2018735,  Nyurba,  RU,                  63.29,  118.35,                    0,  6.15,  -21.25,                61,  1545516350   
 5367788,  Lompoc,  US,                  34.64,  -120.46,                    1,  4.7,  68,                49,  1545514500   
 4032243,  Vaini,  TO,                  -21.2,  -175.2,                    20,  10.29,  84.2,                79,  1545516000   
 3460087,  Jardim,  BR,                  -21.48,  -56.15,                    12,  6.15,  83.24,                75,  1545516678   
 3369157,  Cape  Town,  ZA,                  -33.93,  18.42,                    75,  16.11,  69.8,                88,  1545512400   
 6165406,  Thompson,  CA,                  55.74,  -97.86,                    90,  10.29,  3.2,                71,  1545512400   
 1788534,  Xinyang,  CN,                  32.13,  114.07,                    32,  6.71,  35.05,                79,  1545516684   
 6089179,  Normandin,  CA,                  48.84,  -72.53,                    90,  21.92,  21.2,                79,  1545512400   
 2501152,  Constantine,  DZ,                  36.36,  6.61,                    0,  2.13,  42.8,                93,  1545514200   
 901766,  Namwala,  ZM,                  -15.75,  26.45,                    20,  8.61,  68.75,                94,  1545516693   
 1015776,  Bredasdorp,  ZA,                  -34.53,  20.04,                    0,  1.12,  71.6,                83,  1545512400   
 3421193,  Paamiut,  GL,                  61.99,  -49.67,                    92,  35.34,  33.7,                92,  1545516697   
 5861897,  Fairbanks,  US,                  64.84,  -147.72,                    40,  2.8,  -8.87,                74,  1545515760   
 2152659,  Port  Macquarie,  AU,                  -31.43,  152.91,                    44,  11.41,  66.2,                68,  1545512400   
 2110227,  Butaritari,  KI,                  3.07,  172.79,                    68,  4.7,  81.71,                100,  1545516515   
